brand,rating,review,date_experience,Identified Risk
Temu,1,Il y en a vraiment marre de recevoir tous les jours des spams qui utilisent votre nom. Faites le nécessaire. Merci.,20 novembre 2024,Problème de livraison
Temu,1,"Bonjour,J'ai commandé une carte SD. Elle ne fonctionne pas, de multiple erreur d'écriture/lecture... même après formatage complet (18 heures) et multiple CHKDSK, il y a toujours des erreurs en écriture et en  lecture.La carte ne fonctionne donc pas. un bout de plastique sans valeur... et ne comptez pas vous faire rembourser, puisqu'il faut fournir l'emballage d'origine... Emballage jeté depuis longtemps car pour tester la carte, il faut bien l'utiliser.De toute façon dès qu'il y a un retour tous les coupons utilisés sont déduits sur 1 seul article... ils ne vous remboursent donc rien !La garantie de remboursement c'est du pipeau, la qualité est nulle (sur d'autres article également) c'est tout pourri, et l'arnaque est évidente!J'ai testé et payé pour vous, je vous déconseille donc temu!",12 novembre 2024,Problème de qualité du produit
Temu,1,"Suite à mon avis ci-dessous, j'ai procédé à l'opposition de ma carte bancaire, seule solution pour stopper les prélèvements malgré mes relances répétées auprès de Temu. Je vous remercie de bien vouloir me communiquer les coordonnées où je pourrai vous transmettre les preuves des virements frauduleux.Bien cordialement,Temu n'est absolument pas un site sécurisé. Ma carte bancaire a été piratée après une transaction, et ils ont refusé de reconnaître leur responsabilité. Résultat : 300 euros débités sur ma carte. Je vous recommande vivement de boycotter Temu ! Merci de partager cette information",30 octobre 2024,Problème de remboursement
Temu,2,"A force de voir les pubs, j'ai souhaité vérifier de mes propres yeux! Quel regret d'avoir dépensé 150 euros! Photos alléchantes mais revers de la médaille qualité mauvaise. Je dirai même moche les tissu. Quant aux petits bijoux,  tout est bon pour donner en vide grenier. J'ai fait mon expérience! Ne la faites pas. D'autre part temu s'engage à vous donner 5 euros si le paquet n'arrive pas aux dates indiquées. Oui sympa, 5 euros sur votre compte pour la prochaine commande!! Non et re non.",18 novembre 2024,Problème de qualité du produit
Temu,1,J'ai commandé chez temu un lot de 4 chaises je les aient reçu hier mais  il en manquait 2 impossible d'expliquer cela à temu puisqu'il  ni a que des questions  toutes faites donc impossible de leur demander  de m'expédier  les 2 chaises manquantes mon numéro de commande P0 069 17068315753512057  la société qui devait me les fournir  estYANGKYX j'ai énormément de mal à  me connecter  à  mon compte  c'est un calvaire,18 novembre 2024,Problème de livraison
Temu,1,glissement situe à 12 KMS de chez moi Comment se fait il que ma commande n'est pas livrée à l'adresse prévue dans un relais pickup chronopost mais déposée dans un établissement situé a 12KMS de chez moi . je n'ai pas de voiture ; il a fallu demander a quelqu'un de m'accompagner : 24 kms AR Je ne sais pas . cela devait prendre trop de temps pour chronopost d'aller a l'adresse prévue. Je ne pense plus donc recommander chez Temu au vu de ce problème,18 novembre 2024,Problème de livraison
Temu,1,"Be careful, they are scammersthey are thieves",17 novembre 2024,Problème de remboursement
Temu,1,"J'ai passé une commande chez TEMU MAROC le 6 novembre. J'ai été livré le 16 novembre d'un colis erroné. J'ai émis une demande de remboursement, mais le service client me dit que c'était ma commande alors qu'ils voient bien que le reçu et la commande sont bien différents. Évitez cette plateforme, mieux vaut rester sur AliExpress, car c'est l'arnaque.",16 novembre 2024,Problème de livraison
Temu,1,"J’esseye d’àcheter plusieurs choses pour un montant’ de presque 200 euros, mais le paiement n’à pu passer, j’appelé ma banque qui m’a confirme’que il n’ai eu aucun paiement refusé. J’essayée plusieurs jours plusieurs fois de payer, et la je m’aperçois qu’il sont prélevé 41, 70 euros. Je leur ai ecris et je n’aucune réponse, IL M ONT BLOQUE JE NE PEUT PAS LEUR ECRIRE",08 novembre 2024,Problème de remboursement
Temu,1,"Après une livraison qui aurait dû être à domicile, le livreur va déposer mon colis dans un point relais, car oui mon colis n'est toujours pas déposé et on paie un supplément pour se faire livrer à domicile !!! Donc le jour où vous irez lire tous les avis de vos clients sur trustpilot de votre partenaire je cite ""colis privé""et que vous reviendrez vers le groupe la poste, peut-être que je serais à nouveau cliente.A bon entendeur.",15 novembre 2024,Problème de livraison
Temu,2,"J'ai reçu mes produits mais c'est très long , masque ginger cheveux nul 4, 92 € après il était plus cher, la commande fallait 10 € / *je vais pour recommander 2 choses mais il en fallait un total de 17 €  sinon on ne peut pas acheter . Après ça va être combien ? Ce ne sont pas des super produits. Tant de produits identiques mais différents prix ?? En plus faut attendre, je laisse tomber. 👋 Ah mais l'encaissement se fait de suite.",28 octobre 2024,Problème de remboursement
Temu,1,"Société peu fiable. Trois commandes, trois réceptions incomplètes. Fatigant.. De plus il y a un écart immense entre les photos et les articles en réel, notamment pour les habits … perso j’abandonne",15 novembre 2024,Problème de livraison
Temu,1,"Problème de livraison par la société PAACK.Je suis absente lors de la livraison et le livreur indique ""Livré"". Et bien sûr, pas de trace du colis chez moi. Un classique.Message sur leur site...Pas de nouvelles.TEMU propose de me rembourser... OK.. sauf que j’ai payé avec une carte virtuelle.Reverrais-je un jour mes 37 euros... j’en doute fort.",14 novembre 2024,Problème de service client
Temu,1,grosse arnaque à fuire  j ai commandé des coussins de chaise beige je les aient reçu en marron 😡ils devaient me rembourser je n ai jamais rien reçu.,01 novembre 2024,Problème de livraison
Temu,1,"Voleurs ! Les livreurs deposent les colis dans les halls d immeubles alors que nous ne sommes pas la ! En rentrant, biensur la pluspart du temps les colis sont volés, car c est le hall d un grand immeuble. Impossible de se faire rembourser !!! Donc on paie pour un article quon n a pas recu !!! Apres l avoir signalé plusieurs fois, le probleme continue, donc je ne commanderai plus jamais",15 novembre 2024,Problème de remboursement
Temu,1,Commande payée et jamais reçu. Impossible de se faire rembourser  .geste commercial 5 euros offert youpi pour une commande de 62 euros. Escrocs. Site à faire,01 octobre 2024,Problème de remboursement
Temu,1,Le service de livraison COLISPRIVE est en dessous de tout ;aprés enquette ils me signalent mon colis comme perdu et me renvoient vers temu dont le chat ne donne que des reponses automatiques .,15 novembre 2024,Problème de livraison
Temu,1,"Colis jamais reçu. Réclamation faite auprès du transporteur (colis privé) qui n'amène à rien, malgré les relances. La réclamation chez le transporteur a duré plus de 30j, ce qui fait que le délais de réexpédition de Temu est dépassé. Je ne suis pas près de recommander sur Temu.",02 octobre 2024,Problème de livraison
Temu,1,"Je suis une fidèle cliente du site temu depuis un an et demi, je n'avais jamais eu de problème et puis en juillet 2024 un colis soi disant livré par le transporteur cirro mais en réalité jamais livré car je n'ai pas bougé de mon domicile ce jour là, premier soucis, puis octobre deux colis commandé , aucune mise à jour sur le site, je les contacte et le site temu me rassure en me disant qu'ils vont arriver et les jours passent ainsi que le délai de livraison , ils me dédommage de 5 euros pour frais de retard puis rien d'autre. Entre temps j'avais commandé un autre colis et le même schéma se répète après expédition aucune mise à jour je recontacte le service client robotisé et toujours le même texte en me disant désolé chère cliente ne vous inquiétez pas votre colis est bien parti il va vous arriver entre telle et telle date, évidemment colis jamais arrivé et aucune mise à jour du suivi colis, je ne commande plus jamais sur ce site ils ont perdu une fidèle cliente, c'est une belle arnaque et du vol tout simplement, car hormis les frais de cinq euros de retard qu'ils vous dédommage après délai de livraison, c'est le parcours du combattant pour vous faire rembourser vos commandes, bonne chance pour vous faire comprendre par des robots, je suis vraiment écoeurée, car ce qui était un petit plaisir pour moi qui ne roule pas sur l'or est devenu un véritable cauchemar car je cours après eux pour mes remboursements....!!!!😡😡😡😡 Donc ne vous faites pas avoir tout est beau pendant un temps et ensuite c'est un cauchemar !!!!!!",15 novembre 2024,Problème de service client
Temu,1,"Mesdames , ne vous laissez pas séduire par les photos sur le site . A réception , les articles sont compléments différents. Sur le Site ,un leggings resserré aux chevilles alors qu’il est large . J’en avais commandé 2 et même défaut . Après avoir annoncé sur le site que je souhaitais retourner ces 2 articles , on me demande d’imprimer un bordereau retour ,mais là encore , cet imprimé n’est pas imprimable . C’est vraiment malhonnête. Je vais soumettre mon problème auprès des services des consommateurs. Aujourd’hui 15/11/24 .Merci TEMU , vous venez de m’informer que vous avez procédé au remboursement partiel de me commande .",14 novembre 2024,Problème de remboursement
Temu,1,"J ai passé 2 commandes,une le 31 octobre,l autre le 9 novembre,nous sommes le 14 novembre,les produits sont coincés a l aéroport chinois A , FUIR",31 octobre 2024,Problème de livraison
Temu,1,"Depuis deux semaines mon colis n'est pas arrivés. J'ouvre des dossier via le service client qui remonte à l'équipe ""experte"" ou l'on m'indique que le colis a été livré et qu'il ne ferons rien. Je dois être rendu à 5 ouverture de dossier pour toujours la même réponse dès le lendemain .. Je commence vraiment à douter du site TEMU et de leur expérience. Je ne recommanderais jamais dessus et je vous déconseille de le faire car en cas de soucis de livraison, ce n'est pas leur problème et vous laisse ..EDIT : 15/11Malgré les divers contact, on ne m'apporte aucune solution. FUYEZ CE SITE !!",02 novembre 2024,Problème de livraison
Temu,3,"Client de TEMU depuis le début de l'année, j'ai commandé de petits articles de jardinage, vêtements d'été, articles pour la maison, etc..le tout à des prix intéressants et livraison gratuite à domicile, à partir de 20 € d'achats. Les premières livraisons me sont parvenues sans problème à mon domicile.Par contre, pour les 2 dernières, le livreur de COLIS PRIVE m'indique que le colis ne tient pas dans la boite aux lettres et qu'il le remet en ""point relais"" , alors qu'il n'est pas passé à mon domicile doté d'un sonnette. Mensonge du livreur COLIS PRIVE qui doit être coutumier du fait. J'ai signalé ce fait à TEMU et attend une réponse . Colis non reçu. Changement de Société de livraison demandé, sinon plus de commandes sur ce site.",13 novembre 2024,Problème de livraison
Temu,1,Je suis très déçu de temu j'ai passée une commande le 27/10/24 et je n'ai toujours rien reçu de cette commande et aucune information pour me dire où en est le colis.Ils ne savent pas où est le colis une honte franchement si le suivi était mieux fait.Faites très attention quand vous commandez sur ce site.Je leur ai demandé un remboursement et il me dise d'attendre ma commande ils comprennent vraiment rien.Pour ça je vous mets en garde pour ce site arnaque complète.,13 novembre 2024,Problème de remboursement
Temu,1,"Service catastrophique, et remboursement arbitraire. Après avoir bataillé avec le SAV Temu et le transporteur Colis Privé durant 3 semaines impossible d’obtenir une réponse sur mon colis. Après 1mois et demi, colis jamais livré et 8€ de remboursement sur 35€",05 octobre 2024,Problème de service client
Temu,1,"J'ai rien reçu de ma commande , vous m envoyez des messages de réception  alors que j ai rien reçu.  Je me sens arnaqué  par temu",12 novembre 2024,Problème de livraison
Temu,2,Annonce de réductions....qui ne sont jamais realisees....,12 novembre 2024,Problème de remboursement
Temu,1,vous rembourssèe pas pour 14E cet honteux,09 novembre 2024,Problème de remboursement
Temu,1,Bonjour J'ai commandé sur temu des autocollant ils étaient de très  mauvaises qualité il y avait des plies part malheureusement j'ai du tout  mettre  à  la poubelle  de l'argent jeté par la fenêtre,10 septembre 2024,Problème de qualité du produit
Temu,2,"De bon produit et bon rapport qualité prix Malheureusement problème avec les livraisons et vraiment pas fiable. Si tu veux prendre le risque de perdre de l'argent inutilement, commande chez temu !",10 novembre 2024,Problème de service client
Temu,1,"Temu c'est des voleur j'attends toujours mes 2 remboursement un de 20€42 et un de 77€ que j'attends depuis 2 mois et pas de service sav ou client pour donne des informations,",18 septembre 2024,Problème de remboursement
Temu,1,J’attend toujours mon article 1 semaine et 1jours maintenant une fois que je récupère mon article plus jamais de ma vie je recommande pas du tout l’application (Vive Amazone!!!!!),02 novembre 2024,Problème de livraison
Temu,1,"Bonjour, ils disent de télécharger l'application en faisant la publicité pour obtenir un coffret cadeau avec des outils mais ce n'est pas vrai. J'ai envoyé un mail, on m'a répondu en me disant d'envoyer une capture d'écran de cette publicité, ce que j'ai fait. Et aujourd'hui on me répond en anglais et me demande encore pleins de choses donc publicité mensongère. Méfiez-vous de ce site.",10 novembre 2024,Problème de livraison
Temu,2,"Je viens de recevoir ma commande, pull dont les coutures sont déchirées, jogging pas à la bonne taille.Déçu, par contre les chaussures bonne taille, la qualité approximative mais vu le prix il faut ne pas être trop regardant. Je ne commanderai plus de vetements.",08 novembre 2024,Problème de qualité du produit
Temu,3,Les produits sont très bien. Livraison rapide et nous sommes informés des etapes. Par contre temu promes toujours des cadeaux... exemple il m ont offert 4 cadeaux gratuits si je commandais pour plus de 35 euros sauf que j ai reçu seulement 2 cadeaux. Beaucoup trop offre fausse.,09 novembre 2024,Problème de livraison
Temu,1,"Temu n'a aucun respect pour l'expédition des articles. Et lorsqu'on leur écrit notre problème, il nous explique qu'envoyer sous forme de sac plastique c'est plus résistant que du carton. Ils se moquent des clients.",09 novembre 2024,Problème de livraison
Temu,1,première commande et grosse déception .le colis et arrivé ouvert car mal emballé et il manque des articles .Temu ne veux pas assumé et refuse le remboursement. a fuir.,29 octobre 2024,Problème de livraison
Temu,1,"ARNAQUE ATTENTION ARNAQUE, il revend Vos références bancaires a d'autre sites de vous avez des prélèvements via un site américain.DONC ATTENTION ARNAQUE..",15 octobre 2024,Problème de remboursement
Temu,1,"Les emballages ne sont pas soignés, les articles fragiles arrivent défectueux et non utilisables",08 novembre 2024,Problème de qualité du produit
Temu,1,Produit commandé le 3 Octobre et…une livraison estimée à fin novembre. Lamentable !!,07 novembre 2024,Problème de livraison
Temu,1,"A fuir, j ai passer une 1er commande puis 2 autres 3 jours après la 1ere devait être livré à domicile, on me dit que le colis arrivera en retard après on me dit qu il y a un problème de livraison que je dois choisir un point relais. Chose que je fais, themu me dit que le colis est arrivé, j y vais et non , la dame fu relais me dit qu il fait que j attende un message de colis privé. OK sans suit 2 jours où themus me harcelle de mail me disant d aller récupérer mon colis que sinon il va être renvoyé. Je retourne au relais toujours pas de colis, et la dame que je connais bien me dit que le transporteur lui avait dit que mon colis semblait perdu.j appelle colis privé qui me dis que le colis à soit disant été déposé en relais qu il faut que j attende qu on me rappelle brefffff.Quand à mes 2 autres commandes je les ait bien eut en relais mais quelle déceptions ; une petite étagère murale qui n a tenu qu une semaine, une petite robe de mère Noël que j avais prise avec une taille en plus s'avère être encore trop petite ; c est plutôt un mini tee-shirt qu une robe. Enfin voilà je ne suis pas prête de recommandé !!!!",24 octobre 2024,Problème de livraison
Temu,1,Attention les gros colis quon vous met da s la boite au lettre mal emballe et on vous endommage la boite au lettre!Service client qui ne fait rien,07 novembre 2024,Problème de livraison
Temu,1,"Une arnaque, mefiez-vous, les photos sont trompeuses! j'ai achete quatre hauts femmes, je n'en porterai aucun tellement c'est de mauvaise qualite: matiere tres bas-de-gamme, mal-coupee... je vais en faire des chiffons. Ne vous faites pas rouler, je me suis faites rouler a votre place.",07 novembre 2024,Problème de qualité du produit
Temu,1,"J'ai un problème avec temu qui m'a livré un colis dans lequel il manquait un article (le plus cher). Je les ai contacté et voilà leur réponse.""Après vérification le colis a bien été livré avec tous les articles"". Dans ce colis il y avait un chiffon en boule et une serviette qui remplaçait l'article manquant. Aucune réponse de leur part après plusieurs messages.",25 octobre 2024,Problème de remboursement
Temu,1,"Le livreur ne passe pas chez vous. Bloque la possibilité de programmer une nouvelle livraison et garde le colis 5 jours avant de déposer en point relais à 30 minutes de votre domicile.Naturellement je demande un remboursement à Temu qui me d'attendre ou de voir avec Colis privé Colis privé ne répond pas depuis une semaine à ma réclamation.Par ailleurs j ai commandé chez Temu donc à eux de voir.Visiblement quand on leur dit cela, ça leur donne le droit de nous prendre de haut, sous entendre qu'on ment quand on dit que personne n'est passé et qu'on ne sait pas lire, ou que subitement notre adresse est introuvable!L'agent censé m'aider me dit nous on fait le nécessaire et ce que vous faites maintenant n'est pas correct!!! mais on rêve !Dire a quelqu'un d'attendre ou de se débrouiller soit même, c'est ""faire le maximum pour offrir une aide"" selon eux!Pas de colis, pas de remboursement mais tout va bien, eux ne feront rien !",21 octobre 2024,Problème de remboursement
Temu,1,"1 ère commande dernière commande 10 jours voyage par avion. Je demeure en France colis arrivé à Liège dédouane en Belgique on hallucine . Bref site très agressif il offre des tas de sous a condition d'en dépenser plus , les pigeons qui s'y laisseront prendre en tout les cas j'ai fait une expérience désagréable colis débarqué en Belgique devrait revenir en France bonjour les déplacements heureusement ne passe pas par la planète MARS",28 octobre 2024,Problème de livraison
Temu,1,"Temu a choisi de confier la livraison des commandes à Colis Privé, ce qui n'était pas le cas au début.En cas de perte ou plutôt vol de colis, le service client n'est qu'une IA mal paramétrée qui se confond en excuses alambiquées à la syntaxe douteuse et propose le remboursement ou un nouvel envoi et un geste commercial ridicule.Quand on passe une commande, ce n'est pas pour être remboursé ou subir un délai de livraison dément à cause du choix du prestataire de livraison.TEMU se prend pour le roi du monde, grisé par son succès... qui sera sans doute éphémère vu la qualité de service et les actions en cours de la DGCCRF.",04 novembre 2024,Problème de service client
Temu,1,je dois renvoyer une commande voluminueuse recue en plusieurs colis et quand je vais dans un point relais Mondial relay pour faire le retour ils me disent impossible une étiquette c'est un colis donc en gros je dois mettre une commande recue en 6 colis dans un seul carton ce qui est impossible alors comment puis je faire le retour ?,05 novembre 2024,Problème de remboursement
Temu,1,"Bonjour,N'achetez pas sur TEMU si d'autres que vous connaissent votre mail. Pendant mes vacances débutSeptembre, quelqu'un connaissant mon mail est allé faire ses emplettes sur TEMU est à payé avec Paypal.On m'a débité plus de 270 €. Comme j'étais en vacances, je n'ai pas vu les commandes qui s'affichaient sur mon mail et ce n'est qu'en rentrant que j'ai découvert l'escroquerie. Depuis mi Septembre, j'ai fourni tout ce que TEMU m'a demandé, photos des paquets, photos de ce qui est dedans, copie d'écran de mon compte bancaire, rien n'y fait, c'est toujours à l'étude. Pourtant, il ne peut yavoir de doute, j'ai 75 ans, et ce qui est dans les paquets ne peut avoir été commandé par moi.Rien n'y fait, je veux un bon de retour et être remboursée. Ils réfléchissent....depuis 2 mois;N'ACHETEZ PAS SUR TEMU!!!",04 septembre 2024,Problème de remboursement
Temu,1,Date de l'expérience: 09 février 2024,09 février 2024,Problème de remboursement
Temu,1,"Mon évaluation est pour la marque GISAM vendue sur TEMU, ALI express, amazon, etc etc..  Matériel de qualité médiocre, fausse capacité des batteries ! De plus non compatibles MAKITA 18 ou 36 V, pas cher mais vous voyez pourquoi. Les difficultés de retour, aucune garantie etc..UN CONSEIL EVITEZ ou achetez les mêmes sur AMAZON avec la possibilité de garantie,(attention pas sur tout) c'est plus cher mais vous aurez un recours autre que la déchetterie. EN REPONSE à la votre : les tchat sont une traduction auto et répondent n'importe quoi = compliqué d'avoir une réponse qui correspond à la question = FINI POUR MOI pour GISAM",17 octobre 2024,Problème de remboursement
Temu,3,"Toujours contente des produits mais Lors de la dernière commande Lors du règlement,je paie toujours par PayPal,je n' ai pas eu le temps de faire mon code de sécurité le règlement était déjà validé....les coordonnées bancaires sont donc conservées ???? ça m a mis maintenant Un frein !",27 octobre 2024,Problème de remboursement
Temu,2,"Site pratique et agréable à utiliser, large choix, facilités de remboursement qu cas un article est endommagé. Cela dit j'ai beaucoup commandé cette année mais depuis cet automne je ne commanderai plus. Raison? Le transporteur Colis Privé. Je ne fais pas confiance à leurs services, tout autant qu'aux livreurs d'un autre site de revente très populaire... Si je ne sais pas que je serais livrée, je n'achète pas. Dommage.",16 avril 2024,Problème de service client
Temu,1,Mauvaise qualité des produits. Non respect des normes EU. A fuir,30 octobre 2024,Problème de qualité du produit
Temu,1,"Temu ne respecte pas ses engagements. ""Retour gratuit"" noté sous chaque article, mais lors de mon retour d'un article, Temu m'a retenu CHF6.00 du prix de cet article, qui coûte CHF12.38. De plus, l'atricle ne corespondait à la déscription. Le ""service client"" ne repond pas à mes question, soit disons, ne les comprend pas. Ce n'est pas tout. Hier j'ai reçu un produit d'entretien de cuir, affiché à 50g, alors qu'il pesait que environ 35g  avec sa boîte et son embalage. De pire en pire.. Si vous donnez un avis sur un article qui est négatif, il n'est pas publié, ou il n'est pas sur la prémière page d'avis, ou sont notées que les 5 étoiles, comme au hasard. C'est comme ça que Temu perd ses clients, à la force de tricher et de ne pas respecter ses propres conditions.",02 novembre 2024,Problème de service client
Temu,1,A fuir. Soit les commandes n'arrivent jamais ou soit il manque des articles (j'ai reçu 5 articles sur 19). On m'a refusé le remboursement sous prétexte que c'était bien emballé. Je me suis fais volé une centaine d euros! Nul a fuir,02 novembre 2024,Problème de remboursement
Temu,2,"1 Tee shirt femme reçu en vrac, tout froissé dans un sachet plastique, on dirait un chiffon pour le ménage. 1 lot de 3 pantalons homme de qualité très inférieure à mes attentes. Dommage c'était ma première commande. Je ne pense pas renouveler l'expérience.",29 octobre 2024,Problème de livraison
Temu,1,"Première expérience sur ce site auquel j’avais longtemps résisté! Je vous raconte…Je fais moins de 10€ de commande pour tester : je prends juste un joint pour mettre sur le bas de la porte de douche et un tapis pour faire sécher la vaisselle, en « pierre de diatomite ». Le joint va arriver plié de façon anarchique par le voyage et absolument inutilisable car non étanche… Quant au tapis, vaste blague : il n’est pas du tout en terre de diatomique, mais en caoutchouc! Pas du tout conforme. Pour la petite histoire drôle, je retourne sur le site pour trouver un endroit où protester, et je retombe sur un panier que j’avais commencé à faire avec notamment une mini machine à laver. Par acquit de conscience, je regarde sur Amazon… le même modèle, la même couleur : 51€49 sur Temu et ……… 36€99 sur Amazon!!! Avec la livraison garantie, et dans 2 jours et le retour simplifié… Truc de fou. Dommage que l’on ne puisse pas mettre de photos ici car le vendeur-dropshipper Amazon ne s’est même pas embêté, il a repris exactement les mêmes photos que sur Temu 😄",30 octobre 2024,Problème de livraison
Temu,3,"Je suis satisfaite de cette plateforme car nous avons une palette de produits immense. Personnellement je commande surtout des articles du quotidien pour la maison. Il est clair que vu les prix proposés il ne faut pas s‘attendre à de la super qualité, cela vaut également pour les délais de livraison. En lisant certains commentaires, je trouve que les gens sont vraiment naïfs !!! Celui qui veut acheter sur ce genre de site, ne doit pas être pressé et ne doit pas s‘attendre à ce que le produit perdure dans le temps.",14 octobre 2024,Problème de livraison
Temu,3,"Que penser d’un site sur lequel on propose un produit à un prix mais ou, une fois celui-ci mis dans le panier, les suivants y sont ajoutés, mais à un prix bien supérieur même chez des vendeurs différents.C’est quoi cette façon de faire du commerce ?En Europe, on remercie le client qui achète plus, en Chine, on le fait payer plus cher ? Avec un minimum de 25€ imposés en plus. J’ai mis 3 étoiles : juste pour le site. Pour les vendeurs alors, c’est zéro",31 octobre 2024,Problème de remboursement
Temu,1,"Les articles reçus sont de qualité médiocre, j'ai peur pour le reste de la commande à livrer, des caméras de surveillance, tout ça ressemble au cadeaux de la Redoute. Je vais certainement tout vous renvoyer.",31 octobre 2024,Problème de qualité du produit
Temu,1,"Avec sincérité toutes mes commandes était parfaite jusqu’au deux dernières commandes qui on était retarder beaucoup de temps et la dernière commande fut une catastrophe, puisque enfaite après l’avoir réceptionné le 28 Octobre dernier, à ma grande surprise l’article commandé n’avais rien avoir avec l’article de ma commande, de plus, le sérieux du service clients répond à des messages incompréhensibles car le message ne m’était visiblement pas destiné, dommage que mon expérience s’arrête par ce litige et que je retrouverai probablement plus confiance en ce marchand. Monsieur FREDERICK.A",28 octobre 2024,Problème de service client
Temu,1,"Attention article commander,Livraison prévue entre 5 et 10 jours ouvrés Cela fait 15 jours et toujours pas expédié.Je suis pas sûr de recevoir un jour mon colis",14 octobre 2024,Problème de livraison
Temu,1,Colis bien arrivé mais bracelet inutilisable. Trop large : j'ai rétréci à la lime pour faire passer dans la montre mais très difficile de mettre les petits axes.Et surtout trop grand pour mon poignet...et n'est ni réglable ni élastique. = passé à la poubelle...Il n'était pas précisé que ces bracelets ne sont pas extensibles ni que la largeur ne convient pas pour les montres françaises.Il faudrait 20 millimètres.,31 octobre 2024,Problème de livraison
Temu,1,"Lors de la commande sur le site, le délai de livraison annoncé est de 6 à 11 jours. Or, le mail de confirmation donne une date butoir au 8 novembre pour une commande passée le 23 octobre.. moi, je compte un minimum de 15 jours ouvrés (loin des 6 espérés en comptant sur un peu de chance bien sûr...). Je regrette déjà d'avoir fait cet achat alors même que je ne l'ai pas reçu... beaucoup trop long !J'espère que je serai satisfaite des articles commandés pour rénover ma salle de bain. Commande n° (#PO-069-20596990427431761)",23 octobre 2024,Problème de livraison
Temu,1,Date de l'expérience: 30 octobre 2024,30 octobre 2024,Problème de remboursement
Temu,1,"Fuyez ce site !!!! J'ai effectué une commande de 303€ , je n'ai absolument rien reçu, pourtant sur le suivi de commande les 2 colis était livré ! J'ai donc envoyé une réclamation pour expliquer que n'était arrivé à mon domicile et TEMU à décider de me rembourser 135€ sur une commande de 303€ !!! C'est du VOLE !!! Ils mon ""offert"" un bon de 20€ en compensation ! Merci c'est gentil ! En attendant j'ai envoyé une vingtaine de mail et j'obtiens toujours la même réponse ! ""Nous sommes désolés pour ce désagrément mais en gros démerdé vous!!! "" ARNAQUE A FUIR!!!! ""Cher(e) client(e),Merci d'avoir contacté l'équipe du service client de Temu.Je tiens tout d'abord à vous remercier sincèrement pour votre patience et votre compréhension face à cette situation concernant la livraison de votre colis.En ce qui concerne votre préoccupation concernant votre commande PO-020-15689148595751060 de votre colis BG-2410145DWCALKC49-01.Je suis navré(e) d'apprendre que vous n'avez pas encore reçu votre commande malgré la confirmation de livraison à votre adresse Je comprends tout à fait que cela puisse être source de frustration et je suis là pour vous aider du mieux que je peux.Comme nous ne pouvons malheureusement pas procéder à une réexpédition ou à un remboursement, je vous encourage vivement à vérifier tous les endroits possibles autour de votre domicile où le colis aurait pu être déposé. Cela inclut la boîte aux lettres, les recoins près de votre entrée, et tout autre lieu où un livreur aurait pu juger sûr de laisser un colis.Si après avoir effectué ces vérifications, vous ne trouvez toujours pas votre colis, je vous invite à contacter vos voisins pour voir si le colis n'a pas été réceptionné par erreur de leur part.Je reste à votre entière disposition pour toute question supplémentaire ou si vous avez besoin d'assistance dans vos démarches.Je vous remercie de votre compréhension et espère que vous retrouverez votre colis très bientôt.Cordialement, MerveillesService client Temu""VOILÀ LA RÉPONSE DE TEMU! ME DITE PAS DE VOUS CONTACTER BANDE DE VOLEURS !!!",29 octobre 2024,Problème de livraison
Temu,2,BonjourJ ai commandé dernièrement une montre connecté.  La notice très succincte ne me permet pas de mettre la montre à l heure. Je n arrive pas mon plus à la connecter en Bluetooth avec mon téléphone ni sur mon Wi-Fi maison. Pouvez vous me faire parvenir un document me permettant d effectuer ces opérations.  Dans l étage ne souhaites pas renvoyer l article mais seulement pouvoir l utiliser normalement. Merci,20 octobre 2024,Problème de livraison
Temu,1,"Vous ferez peut-être quelques bonnes affaires sur Temu, mais on vous déconseille tout de même d'effectuer des achats trop chers, vous risqueriez d'être déçus. La qualité est souvent insuffisante, tout comme la sécurité des produits qui ne répondent souvent pas aux normes européennes.J'ai commandé plusieurs articles le 8 septembre pour une livraison entre le 18 et le 21 septembre. Aujourd'hui 27 octobre, la commande est notée livrée Rien dans ma boîte aux lettres (trop petite pour la commande), rien dans l'allée de ma maison, rien chez les voisins. J'ai peur de m'être fait abuser. Que vont-ils me répondre ?Clôture du compte Temu a également recours à des pratiques agressives, alliant fausses réductions, comptes à rebours et notifications en grande quantité. les produits peuvent souffrir d’un emballage de mauvaise qualité. D’autant plus que la plateforme a aussi été épinglée par un rapport de Grizzly Research, en septembre dernier, pour son usage intrusif des données personnelles de ses utilisateurs. Alors, si ses prix cassés et sa rapidité ?? peuvent tenter, il vaut mieux rester prudent. Temu après trois commandes une avec un colis perdu, des produits manquants,produit qui ne correspond pas à la photo la catastrophe. ( J'ai arrêté d'utiliser TEMU ) j'ai supprimé mon compte !!",27 octobre 2024,Problème de qualité du produit
Temu,3,"J’ai passé la commande gratuitement, mais ensuite ils m’ont demandé de payer donc je ne sais pas si la commande est passée, je sais pas s’ils vont me la ramener parce qu’ils m’ont déjà fait ce coup et ça n’a pas marché",26 octobre 2024,Problème de remboursement
Temu,1,Bonjour temu Vous m avez arnaquez 63.92 Vous m avez envoyer un bon chtonopost et je vous ai renvoyer vos aryicles et vous refusez de me remboursez et vous foutez de moi avec votre chzt robot vous etes des arnarnaque,30 octobre 2024,Problème de remboursement
